306232586484,577843125137,271610538653
878663799328,880061353308,1397553980
1474340811121,1494042246294,19701435173
2041944707153,2061676268937,19731561784
2622556890770,2625843200453,3286309683
3244076863918,3515647159830,271570295912
3811469445061,3811659061617,189616556
4395049166658,4529349442115,134300275457
4950080946494,5223661658201,273580711707
5521438070912,5590265454112,68827383200
6143042185653,6279359280312,136317094659
6709383561834,6721100604271,11717042437
7355548104245,7494911846662,139363742417
7940188813878,8076532032778,136343218900
8527723769898,8596644527135,68920757237
9099410823206,9102919314648,3508491442
9652345230006,9789701780794,137356550788
10209339907951,10210759127765,1419219814
10780734575611,11051304265320,270569689709
11368229820909,11509832443584,141602622675
11935836764219,12075111268024,139274503805
12515449927614,12584385916776,68935989162
13080639892499,13354086128595,273446236096
13639723613166,13781183813248,141460200082
14196900819352,14338264050564,141363231212
14813272076207,14951824918106,138552841899
15384674787737,15526133348930,141458561193
15947854047624,15955230255156,7376207532
16498849334036,16504550561495,5701227459
17114187631502,17118733195296,4545563794
17801321291241,17942818118601,141496827360
18358384077483,18427296030720,68911953237
18937634855693,18940152245655,2517389962
19505214030688,19640503060404,135289029716
20249730125911,20387946571884,138216445973
20871253847763,20875751800446,4497952683
21442602555663,21448172667382,5570111719
22030408108628,22303010860206,272602751578
22593568979236,22730184019711,136615040475
23205691437872,23409820524991,204129087119
