329904263728,603405181732,273500918004
892959688948,1162345927399,269386238451
1455138801836,1466512799051,11373997215
2035517812323,2055627137348,20109325025
2588761847456,2592235374695,3473527239
3138598318573,3275195630954,136597312381
3690525862096,3697873144980,7347282884
4237346025511,4375046516299,137700490788
4780150296928,4921494451010,141344154082
5330969498655,5350670650125,19701151470
5898324364058,5900718435612,2394071554
6448230315396,6723854263343,275623947947
7002146387807,7003469364084,1322976277
7550097849203,7692466151007,142368301804
8099986456208,8374480230841,274493774633
8649757840806,8669455989406,19698148600
9197683942424,9201139287367,3455344943
9746524149931,9950388773939,203864624008
10297342555713,10431678679541,134336123828
10842203538370,10878260073886,36056535516
11386937994175,11524772149130,137834154955
11933788357386,12103571400877,169783043491
12488787939722,12760211937301,271423997579
13036575017988,13040954150745,4379132757
13584476873050,13620583764732,36106891682
14133361725297,14202337311793,68975586496
14688347525022,14958740730842,270393205820
15236250439214,15379114892314,142864453100
15785107107850,15924500984581,139393876731
16332919133523,16486502450876,153583317353
16885912290638,17089747947202,203835656564
17435766116199,17706270385908,270504269709
17985578484038,17996948576717,11370092679
18536514293265,18605417363632,68903070367
19103833885649,19238080855162,134246969513
19660857289688,19668313141054,7455851366
20212800262674,20348169613334,135369350660
20757568394256,20762968916809,5400522553
21307509919206,21446759689420,139249770214
21855352755213,21996005533685,140652778472
