351947578178,352044424585,96846407
1071044686212,1071171032046,126345834
1623412617957,1623544047531,131429574
2310192373066,2310412350196,219977130
2729473859094,2729720034427,246175333
3309066202175,3309254256249,188054074
3917641092979,3917703435867,62342888
4695296047496,4695463137533,167090037
5005990485256,5006110361904,119876648
5832245781930,5832353032134,107250204
6394196514113,6394406735039,210220926
6715555255311,6715647769366,92514055
7412607728692,7412668556025,60827333
7956652668886,7956928049052,275380166
8385070313242,8385170733890,100420648
9132036815111,9132166508093,129692982
9540215644405,9540345719275,130074870
10128396726980,10128522792554,126065574
10944386976568,10944515478438,128501870
11508277120732,11508407665287,130544555
12049435792483,12049533470428,97677945
12813508049732,12813640119121,132069389
13393985358052,13394128028978,142670926
13929903500103,13930029102140,125602037
14357303712608,14357454682682,150970074
14950749706865,14950905203587,155496722
15627106953740,15627239996777,133043037
16177197857171,16177334560023,136702852
16592881811201,16593017706312,135895111
17209733226908,17209857431630,124204722
17747772842420,17747896870976,124028556
18300426061850,18300638807906,212746056
18835567316216,18835741685976,174369760
19535095307188,19535180229540,84922352
19959952047565,19960079985231,127937666
20525980565413,20526101713598,121148185
21234871931712,21235024676064,152744352
21845377326422,21845596385496,219059074
22348492186215,22348628035085,135848870
22792600036302,22792700975506,100939204
