81805647325869,81806287636610,640310741
81824882208580,81825524684598,642476018
81868671425498,81869310868739,639443241
81895692404427,81896331411593,639007166
81918073427080,81918713216413,639789333
81936778076106,81937423841346,645765240
81961117107240,81961718848147,601740907
81995749202793,81996397431904,648229111
82014936360522,82015577704392,641343870
82050872566056,82051510484908,637918852
82072110574155,82072749344025,638769870
82099112376972,82099752402842,640025870
82133675891155,82134314562099,638670944
82158131245326,82158772184177,640938851
82178095722851,82178736880610,641157759
82219062754493,82219707022141,644267648
82245306502718,82245949315903,642813185
82255426928472,82256083671545,656743073
82291197365191,82291837323339,639958148
82312451969882,82313081714567,629744685
82340367308051,82341004987809,637679758
82363150513537,82363787818463,637304926
82406104758030,82406746033029,641274999
82430431532960,82431066845682,635312722
82460654522960,82461295220553,640697593
82478226228654,82478866318561,640089907
82512215378041,82512857190392,641812351
82534094024139,82534739778064,645753925
82571313423783,82571951624116,638200333
82590647888994,82591291425160,643536166
82622072839086,82622712443493,639604407
82652310817031,82652947734772,636917741
82665807968486,82666456071393,648102907
82705438253148,82706078547351,640294203
82729305229004,82729940444374,635215370
82756915910747,82757556639969,640729222
82778042538679,82778683320678,640781999
82798784275759,82799424286277,640010518
82827066096927,82827704397038,638300111
82862300627758,82862938036072,637408314
82895671699294,82896313026238,641326944
82913616989357,82914265177042,648187685
82950106476298,82950746224631,639748333
82970044521434,82970686098230,641576796
83000731436509,83001376502749,645066240
83034677507748,83035312940618,635432870
83055740166476,83056381007439,640840963
83086558734717,83087200728513,641993796
83115968650755,83116609081921,640431166
83143580176294,83144221856608,641680314
83160978294358,83161619711061,641416703
83180838159809,83181426297642,588137833
83209804508699,83210450526476,646017777
83239279362552,83239923916125,644553573
83266081827573,83266723028350,641200777
83293233004649,83293873550223,640545574
83327137445629,83327777576832,640131203
83349080333320,83349719231042,638897722
83366778719217,83367372545364,593826147
83402607866769,83403253600102,645733333
83429410090531,83430049712234,639621703
83454612040886,83455246912442,634871556
83488482866218,83489123624088,640757870
83505149041708,83505789341745,640300037
83535930056856,83536563603301,633546445
83567968720615,83568605877059,637156444
83599936635781,83600577188799,640553018
83621844904324,83622485352027,640447703
83643671251829,83644314132366,642880537
83678350953660,83678998800382,647846722
83705209049348,83705851878477,642829129
83730874085888,83731516431129,642345241
83750192304951,83750837819302,645514351
83776450934472,83777079562250,628627778
83804058462771,83804695839770,637376999
83835389186900,83836032065863,642878963
83858528635423,83859160189219,631553796
83893145082403,83893784499495,639417092
83924536388310,83925179514884,643126574
83949060306221,83949702484795,642178574
83964877945156,83965516911526,638966370
83998194329211,83998838142932,643813721
84017487665347,84018128731291,641065944
84059182682970,84059830750600,648067630
84083453654808,84084093588696,639933888
84110734348458,84111374406902,640058444
84139640492867,84140276569218,636076351
84164638824963,84165275495092,636670129
84178251586270,84178978702084,727115814
84215325063563,84215964232284,639168721
84235611446347,84236248800346,637353999
84274854175212,84275490238860,636063648
84295995872755,84296636711533,640838778
84328636448791,84329277447402,640998611
84343518615264,84344166719004,648103740
84375513838560,84376154594393,640755833
84395390503640,84396027864510,637360870
84421820814514,84422382037291,561222777
84450615590404,84451258008866,642418462
84488385360585,84489026340788,640980203
84505810270352,84506455700426,645430074
84533719867984,84534361270521,641402537
84552323250417,84552964460621,641210204
84594557926911,84595201251244,643324333
84624754919615,84625398348466,643428851
84646537952250,84647182605694,644653444
84668796049774,84669436587681,640537907
84694722672795,84695363130221,640457426
84716572225264,84717212601819,640376555
84734898611012,84735539353216,640742204
84774614602396,84775263570099,648967703
84802713046175,84803353678008,640631833
84822377899053,84823027673071,649774018
84846417379612,84847056528186,639148574
84877771324834,84878414459945,643135111
84914058019702,84914694908349,636888647
84940369575390,84941016269778,646694388
84965368331264,84966009933023,641601759
84993556407691,84994203479487,647071796
85017213976029,85017854453547,640477518
85044250011457,85044889991901,639980444
85075004349495,85075645201142,640851647
85089768263375,85090398439726,630176351
85131093842609,85131732087794,638245185
